,0
0,8.674220283533268
1,8.526991869918707
2,8.526991869918707
3,8.526991869918707
4,8.526991869918707
5,8.526991869918707
6,8.526991869918707
7,8.526991869918707
8,8.526991869918707
9,8.526991869918707
10,8.526991869918707
11,8.526991869918707
12,8.526991869918707
13,8.674220283533268
14,8.40734693877551
15,8.674220283533268
16,8.674220283533268
17,8.674220283533268
18,8.674220283533268
19,8.674220283533268
20,8.674220283533268
21,8.674220283533268
22,8.674220283533268
23,8.674220283533268
24,8.674220283533268
25,8.40734693877551
26,8.40734693877551
27,8.674220283533268
28,8.674220283533268
29,8.674220283533268
30,8.674220283533268
31,8.674220283533268
32,8.674220283533268
33,8.674220283533268
34,8.674220283533268
35,8.674220283533268
36,8.674220283533268
37,8.674220283533268
38,8.674220283533268
39,8.674220283533268
40,8.674220283533268
41,8.674220283533268
42,8.40734693877551
43,8.40734693877551
44,8.674220283533268
45,8.674220283533268
46,8.674220283533268
47,8.674220283533268
48,8.674220283533268
49,8.674220283533268
50,8.674220283533268
51,8.674220283533268
52,8.674220283533268
53,8.674220283533268
54,8.674220283533268
55,8.674220283533268
56,8.40734693877551
57,8.40734693877551
58,8.674220283533268
59,8.674220283533268
60,8.674220283533268
61,8.674220283533268
62,8.674220283533268
63,8.674220283533268
64,8.674220283533268
65,8.674220283533268
66,8.674220283533268
67,8.674220283533268
68,8.674220283533268
69,8.674220283533268
70,8.40734693877551
71,8.40734693877551
72,8.674220283533268
73,8.674220283533268
74,8.674220283533268
75,8.674220283533268
76,8.674220283533268
77,8.674220283533268
78,8.674220283533268
79,8.674220283533268
80,8.674220283533268
81,8.574090909090911
82,8.574090909090911
83,8.574090909090911
84,8.674220283533268
85,8.674220283533268
86,8.674220283533268
87,8.674220283533268
88,8.674220283533268
89,8.674220283533268
90,8.674220283533268
91,8.674220283533268
92,8.674220283533268
93,8.5
94,8.674220283533268
95,8.674220283533268
96,8.674220283533268
97,8.674220283533268
98,8.674220283533268
99,8.674220283533268
100,8.674220283533268
101,8.674220283533268
102,8.674220283533268
103,8.674220283533268
104,8.674220283533268
105,8.674220283533268
106,8.574090909090911
107,8.574090909090911
108,8.574090909090911
109,8.40734693877551
110,8.674220283533268
111,8.674220283533268
112,8.674220283533268
113,8.674220283533268
114,8.674220283533268
115,8.674220283533268
116,8.674220283533268
117,8.674220283533268
118,8.674220283533268
119,8.674220283533268
120,8.674220283533268
121,8.674220283533268
122,8.674220283533268
123,8.50310126582278
124,8.50310126582278
125,8.50310126582278
126,8.50310126582278
127,8.50310126582278
128,8.488662420382168
129,8.488662420382168
130,8.50310126582278
131,8.50310126582278
132,8.488662420382168
133,8.50310126582278
134,8.50310126582278
135,8.50310126582278
136,8.488662420382168
137,8.610989010989014
138,8.488662420382168
139,8.488662420382168
140,8.50310126582278
141,8.50310126582278
142,8.50310126582278
143,8.50310126582278
144,8.418186813186832
145,8.50310126582278
146,8.50310126582278
147,8.50310126582278
148,8.418186813186832
149,8.50310126582278
150,8.50310126582278
151,8.50310126582278
152,8.50310126582278
153,8.50310126582278
154,8.50310126582278
155,8.50310126582278
156,8.50310126582278
157,8.418186813186832
158,8.50310126582278
159,8.50310126582278
160,8.50310126582278
161,8.488662420382168
162,8.50310126582278
163,8.50310126582278
164,8.50310126582278
165,8.50310126582278
166,8.50310126582278
167,8.610989010989014
168,8.610989010989014
169,8.610989010989014
170,8.50310126582278
171,8.50310126582278
172,8.418186813186832
173,8.50310126582278
174,8.50310126582278
175,8.50310126582278
176,8.50310126582278
177,8.50310126582278
178,8.418186813186832
179,8.418186813186832
180,8.418186813186832
181,8.610989010989014
182,8.418186813186832
183,8.418186813186832
184,8.418186813186832
185,8.418186813186832
186,8.418186813186832
187,8.488662420382168
188,8.418186813186832
189,8.418186813186832
190,8.418186813186832
191,8.418186813186832
192,8.488662420382168
193,8.488662420382168
194,8.488662420382168
195,8.418186813186832
196,8.418186813186832
197,8.418186813186832
198,8.418186813186832
199,8.418186813186832
200,8.488662420382168
201,8.488662420382168
202,8.418186813186832
203,8.418186813186832
204,8.418186813186832
205,8.610989010989014
206,8.610989010989014
207,8.418186813186832
208,8.418186813186832
209,8.418186813186832
210,8.418186813186832
211,8.418186813186832
212,8.418186813186832
213,8.418186813186832
214,8.418186813186832
215,8.418186813186832
216,8.418186813186832
217,8.418186813186832
218,8.488662420382168
219,8.610989010989014
220,8.418186813186832
221,8.418186813186832
222,8.418186813186832
223,8.418186813186832
224,8.610989010989014
225,8.418186813186832
226,8.418186813186832
227,8.418186813186832
228,8.418186813186832
229,8.418186813186832
230,8.418186813186832
231,8.418186813186832
232,8.418186813186832
233,8.610989010989014
234,8.610989010989014
235,8.418186813186832
236,8.418186813186832
237,8.418186813186832
238,8.418186813186832
239,8.418186813186832
240,8.418186813186832
241,8.488662420382168
242,8.488662420382168
243,8.418186813186832
244,8.418186813186832
245,8.418186813186832
246,8.418186813186832
247,8.610989010989014
248,8.488662420382168
249,8.418186813186832
250,8.418186813186832
251,8.418186813186832
252,8.418186813186832
253,8.610989010989014
254,8.610989010989014
255,0.0
256,8.418186813186832
257,8.610989010989014
258,8.418186813186832
259,8.418186813186832
260,8.610989010989014
261,8.610989010989014
262,8.418186813186832
263,8.610989010989014
264,8.418186813186832
265,8.418186813186832
266,8.418186813186832
